Responder_ID;submitdate;lastpage;startlanguage;seed;startdate;datestamp;Introduction;QID01;Instr1;P1Know.P1Know01.;P1Know.P1Know02.;P1AttitudesA.P1AttitudesA01.;P1AttitudesA.P1AttitudesA02.;P1AttitudesA.P1AttitudesA03.;P1AttitudesA.P1AttitudesA04.;P1AttitudesA.P1AttitudesA05.;P1AttitudesA.P1AttitudesA06.;P1AttitudesA.P1NeedA01.;P1AttitudesA.P1NeedA02.;P1AttitudesB.P1AttitudesB01.;P1AttitudesB.P1AttitudesB02.;P1AttitudesB.P1AttitudesB03.;P1AttitudesB.P1AttitudesB04.;P1AttitudesB.P1AttitudesB05.;P1AttitudesB.P1AttitudesB06.;P1AttitudesB.P1NeedB01.;P1AttitudesB.P1NeedB02.;P1AttitudesC.P1AttitudesC01.;P1AttitudesC.P1AttitudesC02.;P1AttitudesC.P1AttitudesC03.;P1AttitudesC.P1AttitudesC04.;P1AttitudesC.P1AttitudesC05.;P1AttitudesC.P1AttitudesC06.;P1AttitudesC.P1NeedC01.;P1AttitudesC.P1NeedC02.;P1Use01;P1Use01b;P1Use01b.other.;P1Use02;P1Use02b;P1Use02b.other.;Instr2;P2Know.P2Know01.;P2Know.P2Know02.;P2AttitudesA.P2AttitudesA01.;P2AttitudesA.P2AttitudesA02.;P2AttitudesA.P2AttitudesA03.;P2AttitudesA.P2AttitudesA04.;P2AttitudesA.P2AttitudesA05.;P2AttitudesA.P2AttitudesA06.;P2AttitudesA.P2NeedA01.;P2AttitudesA.P2NeedA02.;P2AttitudesB.P2AttitudesB01.;P2AttitudesB.P2AttitudesB02.;P2AttitudesB.P2AttitudesB03.;P2AttitudesB.P2AttitudesB04.;P2AttitudesB.P2AttitudesB05.;P2AttitudesB.P2AttitudesB06.;P2AttitudesB.P2NeedB01.;P2AttitudesB.P2NeedB02.;P2AttitudesC.P2AttitudesC01.;P2AttitudesC.P2AttitudesC02.;P2AttitudesC.P2AttitudesC03.;P2AttitudesC.P2AttitudesC04.;P2AttitudesC.P2AttitudesC05.;P2AttitudesC.P2AttitudesC06.;P2AttitudesC.P2NeedC01.;P2AttitudesC.P2NeedC02.;P2Use01;P2Use02;Instr3;P3Know.P3Know01.;P3Know.P3Know02.;P3AttitudesA.P3AttitudesA01.;P3AttitudesA.P3AttitudesA02.;P3AttitudesA.P3AttitudesA03.;P3AttitudesA.P3AttitudesA04.;P3AttitudesA.P3AttitudesA05.;P3AttitudesA.P3AttitudesA06.;P3AttitudesA.P3NeedA01.;P3AttitudesA.P3NeedA02.;P3AttitudesB.P3AttitudesB01.;P3AttitudesB.P3AttitudesB02.;P3AttitudesB.P3AttitudesB03.;P3AttitudesB.P3AttitudesB04.;P3AttitudesB.P3AttitudesB05.;P3AttitudesB.P3AttitudesB06.;P3AttitudesB.P3NeedB01.;P3AttitudesB.P3NeedB02.;P3AttitudesC.P3AttitudesC01.;P3AttitudesC.P3AttitudesC02.;P3AttitudesC.P3AttitudesC03.;P3AttitudesC.P3AttitudesC04.;P3AttitudesC.P3AttitudesC05.;P3AttitudesC.P3AttitudesC06.;P3AttitudesC.P3NeedC01.;P3AttitudesC.P3NeedC02.;P3Use01;P3Use02;Instr4;P4Know.P4Know01.;P4Know.P4Know02.;P4AttitudesA.P4AttitudesA01.;P4AttitudesA.P4AttitudesA02.;P4AttitudesA.P4AttitudesA03.;P4AttitudesA.P4AttitudesA04.;P4AttitudesA.P4AttitudesA05.;P4AttitudesA.P4AttitudesA06.;P4AttitudesA.P4NeedA01.;P4AttitudesA.P4NeedA02.;P4AttitudesB.P4AttitudesB01.;P4AttitudesB.P4AttitudesB02.;P4AttitudesB.P4AttitudesB03.;P4AttitudesB.P4AttitudesB04.;P4AttitudesB.P4AttitudesB05.;P4AttitudesB.P4AttitudesB06.;P4AttitudesB.P4NeedB01.;P4AttitudesB.P4NeedB02.;P4AttitudesC.P4AttitudesC01.;P4AttitudesC.P4AttitudesC02.;P4AttitudesC.P4AttitudesC03.;P4AttitudesC.P4AttitudesC04.;P4AttitudesC.P4AttitudesC05.;P4AttitudesC.P4AttitudesC06.;P4AttitudesC.P4NeedC01.;P4AttitudesC.P4NeedC02.;P4Use01;P4Use02;Instr5;P5Know.P5Know01.;P5Know.P5Know02.;P5AttitudesA.P5AttitudesA01.;P5AttitudesA.P5AttitudesA02.;P5AttitudesA.P5AttitudesA03.;P5AttitudesA.P5AttitudesA04.;P5AttitudesA.P5AttitudesA05.;P5AttitudesA.P5AttitudesA06.;P5AttitudesA.P5NeedA01.;P5AttitudesA.P5NeedA02.;P5AttitudesB.P5AttitudesB01.;P5AttitudesB.P5AttitudesB02.;P5AttitudesB.P5AttitudesB03.;P5AttitudesB.P5AttitudesB04.;P5AttitudesB.P5AttitudesB05.;P5AttitudesB.P5AttitudesB06.;P5AttitudesB.P5NeedB01.;P5AttitudesB.P5NeedB02.;P5AttitudesC.P5AttitudesC01.;P5AttitudesC.P5AttitudesC02.;P5AttitudesC.P5AttitudesC03.;P5AttitudesC.P5AttitudesC04.;P5AttitudesC.P5AttitudesC05.;P5AttitudesC.P5AttitudesC06.;P5AttitudesC.P5NeedC01.;P5AttitudesC.P5NeedC02.;P5Use01;P5Use02;Age;Gender;Gender.other.;Section
Token_3920;17/07/2019 9:39;11;en;1342731579;17/07/2019 9:25;17/07/2019 9:39;NA;NA;NA;7;7;7;1;7;2;7;2;7;1;7;1;7;2;7;3;7;1;5;1;6;3;6;3;5;3;1;Open Access Publisher;NA;0;NA;NA;NA;3;6;7;1;7;1;7;1;7;1;5;1;5;1;6;1;7;1;7;1;5;3;6;2;6;2;0;0;NA;2;6;4;2;4;3;4;3;3;5;3;5;5;4;5;4;3;4;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;2;5;4;4;4;4;4;4;4;4;3;4;3;4;3;4;3;4;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;6;6;6;1;6;1;6;3;5;1;6;3;6;3;6;1;6;2;7;2;6;2;5;2;6;2;0;1;30;Male;NA;CPT
Token_3929;17/07/2019 9:43;11;en;2125800950;17/07/2019 9:27;17/07/2019 9:43;NA;NA;NA;6;4;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;NA;NA;1;Open Access Publisher;NA;NA;5;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;4;4;0;1;NA;4;6;7;1;7;1;7;1;5;3;7;1;7;1;7;1;5;3;5;3;6;2;6;2;5;3;0;1;NA;4;6;7;1;7;1;7;1;5;3;7;1;7;1;7;1;5;3;6;2;6;2;6;2;5;3;0;0;NA;4;5;6;2;6;2;6;2;7;1;7;1;7;1;7;1;7;1;6;2;6;2;6;2;6;2;0;0;29;Male;NA;HUM
Token_3938;17/07/2019 9:45;11;en;1083955471;17/07/2019 9:28;17/07/2019 9:45;NA;NA;NA;4;4;6;2;6;2;6;2;6;2;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;Other;arxiv;1;Other;arxiv;NA;4;4;5;3;5;3;5;3;5;3;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;0;0;NA;4;4;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;0;0;NA;2;3;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;0;0;NA;4;4;6;3;6;3;6;3;6;3;6;3;6;3;6;3;6;3;6;3;6;3;6;3;6;3;0;0;28;Male;NA;CPT
Token_3941;17/07/2019 9:59;11;en;1540411963;17/07/2019 9:29;17/07/2019 9:59;NA;NA;NA;6;6;7;1;7;1;6;4;6;2;7;2;7;2;7;4;5;3;5;5;4;4;4;5;3;4;1;Self-Archiving;NA;1;Self-Archiving;NA;NA;3;5;3;6;3;3;3;3;3;6;5;3;5;4;4;6;3;4;2;6;2;5;3;6;3;3;0;0;NA;2;5;1;6;1;6;1;5;1;5;1;4;2;6;3;4;1;5;6;3;4;4;7;3;3;5;0;0;NA;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;5;3;5;3;5;4;5;7;5;2;6;5;5;2;7;1;7;1;7;3;7;3;4;1;7;1;0;0;26;Male;NA;CPT
Token_3956;17/07/2019 9:40;11;en;1533596356;17/07/2019 9:31;17/07/2019 9:40;NA;NA;NA;4;7;7;1;7;1;7;1;5;3;7;1;7;1;7;1;2;1;7;1;7;1;7;1;7;1;0;NA;NA;1;Open Access Publisher;NA;NA;4;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;6;1;6;1;6;1;6;1;0;1;NA;3;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;2;6;2;6;2;6;2;0;0;NA;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;4;4;4;3;4;3;4;3;4;3;6;2;6;2;6;2;6;2;6;1;6;1;6;1;6;1;0;0;31;Male;NA;HUM
Token_3959;17/07/2019 9:50;11;en;1367542158;17/07/2019 9:32;17/07/2019 9:50;NA;NA;NA;4;6;6;2;6;2;6;3;6;1;7;1;7;2;6;1;5;1;7;1;7;2;7;1;5;1;0;NA;NA;0;NA;NA;NA;3;6;5;1;5;3;5;3;3;3;4;4;4;4;5;5;2;4;4;4;4;4;5;4;NA;NA;0;0;NA;4;4;4;4;3;5;4;4;2;2;2;4;4;5;2;5;1;4;4;4;4;4;4;4;4;4;0;0;NA;1;5;3;3;4;4;4;4;4;4;2;5;2;5;4;4;1;5;4;4;4;4;4;4;4;4;0;0;NA;5;5;3;3;3;3;5;4;1;4;2;4;3;5;3;5;1;4;4;4;4;4;4;4;4;4;0;0;28;Male;NA;HUM
Token_3968;17/07/2019 9:48;11;en;365161280;17/07/2019 9:33;17/07/2019 9:48;NA;NA;NA;4;5;5;2;5;2;5;1;5;2;5;2;5;2;5;1;5;2;5;2;5;2;5;1;5;2;0;NA;NA;NA;NA;NA;NA;2;6;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;3;2;0;0;NA;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;3;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;27;Female;NA;CPT
Token_3977;17/07/2019 9:41;11;en;629578645;17/07/2019 9:34;17/07/2019 9:41;NA;NA;NA;6;5;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;4;2;4;2;4;2;4;2;0;NA;NA;0;NA;NA;NA;6;4;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;3;3;3;3;3;3;3;3;0;0;NA;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;NA;4;4;4;1;4;1;4;1;4;1;4;2;4;2;4;2;4;2;2;2;2;2;2;2;2;2;0;0;NA;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;35;Female;NA;HUM
Token_3980;17/07/2019 9:46;11;en;1178184175;17/07/2019 9:34;17/07/2019 9:46;NA;NA;NA;7;7;7;1;7;1;7;1;7;1;7;1;7;1;7;2;7;1;7;1;7;2;7;2;7;2;1;Open Access Publisher;NA;NA;NA;NA;NA;7;6;7;1;7;2;7;3;7;1;7;1;7;1;7;2;7;1;7;1;7;1;7;1;7;1;1;NA;NA;7;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;NA;NA;4;4;4;4;4;4;3;4;2;6;4;4;4;4;3;5;2;6;4;4;4;4;3;5;2;6;0;NA;NA;6;5;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;NA;NA;29;Male;NA;NA
Token_3989;17/07/2019 9:58;11;en;602003293;17/07/2019 9:35;17/07/2019 9:58;NA;NA;NA;4;5;6;2;6;2;6;2;5;3;6;2;5;3;5;3;5;3;6;2;5;3;4;4;5;3;0;NA;NA;0;NA;NA;NA;5;6;7;1;6;2;6;2;6;2;7;1;6;2;6;2;5;3;7;1;6;2;6;2;5;3;0;0;NA;1;5;5;3;5;3;5;3;4;4;4;4;4;4;4;4;4;4;5;3;5;3;5;3;5;3;0;0;NA;1;5;5;3;6;2;6;2;5;3;4;4;5;3;5;3;4;4;6;2;6;2;6;2;5;3;0;0;NA;4;5;6;2;7;1;7;1;5;3;3;5;3;5;3;5;2;6;6;2;7;1;7;1;6;2;0;0;26;Male;NA;HUM
Token_3992;17/07/2019 9:43;11;en;1636599788;17/07/2019 9:35;17/07/2019 9:43;NA;NA;NA;4;4;6;2;6;2;6;2;6;2;6;3;6;3;6;3;6;3;7;2;7;2;7;2;7;2;0;NA;NA;1;NA;NA;NA;4;4;5;2;5;2;5;2;5;2;6;2;6;2;6;2;6;2;7;2;7;2;7;2;7;2;0;0;NA;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;33;Female;NA;CPT
Token_4010;17/07/2019 9:52;11;en;1694654358;17/07/2019 9:38;17/07/2019 9:52;NA;NA;NA;4;7;7;1;6;6;6;6;7;1;4;4;6;6;6;6;7;1;7;1;7;1;7;1;7;1;0;NA;NA;1;Self-Archiving;NA;NA;7;4;7;1;7;7;7;7;7;1;7;1;7;1;7;1;7;1;7;1;7;7;7;7;7;1;1;1;NA;3;6;4;6;4;7;2;6;2;6;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;0;0;NA;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;0;0;NA;7;4;5;2;5;2;5;2;6;2;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;1;26;Male;NA;HUM
Token_4013;17/07/2019 9:52;11;en;47273142;17/07/2019 9:38;17/07/2019 9:52;NA;NA;NA;5;7;7;1;6;1;6;1;7;1;7;1;7;1;6;1;7;1;6;1;5;1;6;1;7;1;0;NA;NA;NA;NA;NA;NA;5;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;1;5;1;7;1;7;1;0;NA;NA;3;6;5;1;6;1;5;1;5;2;6;1;6;1;7;1;7;1;5;2;5;1;5;1;5;1;0;NA;NA;4;6;5;1;6;1;6;1;7;1;5;1;6;1;6;1;7;1;6;1;5;1;7;1;7;1;0;NA;NA;5;7;7;1;5;1;7;1;7;1;7;1;6;1;7;1;7;1;6;1;6;1;7;1;7;1;0;NA;NA;Male;NA;BM
Token_4016;17/07/2019 9:50;11;en;1046011227;17/07/2019 9:40;17/07/2019 9:50;NA;NA;NA;6;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;5;5;7;2;7;2;7;2;7;2;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;1;NA;4;4;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;7;1;7;1;7;1;7;1;0;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;4;4;6;1;6;1;6;1;6;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;1;NA;Male;NA;CPT
Token_4025;17/07/2019 10:27;11;en;891347407;17/07/2019 9:41;17/07/2019 10:27;NA;NA;NA;5;6;7;1;7;1;7;2;6;1;7;1;7;1;7;2;6;1;6;2;6;1;6;1;4;4;1;Other;arXiv.org;1;Other;arXiv.org;NA;6;7;7;1;7;1;7;2;7;1;7;1;7;1;7;2;7;1;5;3;6;1;5;2;5;3;1;1;NA;5;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;5;3;5;1;5;1;5;2;NA;NA;NA;4;6;2;6;2;1;2;1;2;6;3;5;2;1;2;1;2;6;1;6;1;1;1;1;1;6;0;0;NA;6;6;6;2;7;1;7;3;6;3;6;2;7;1;7;3;6;3;5;2;6;1;5;1;5;3;0;0;27;Male;NA;CPT
Token_4034;17/07/2019 9:48;11;en;256687133;17/07/2019 9:42;17/07/2019 9:48;NA;NA;NA;3;5;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;NA;NA;NA;NA;NA;NA;NA;4;4;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;27;Male;NA;CPT
Token_4043;17/07/2019 10:10;11;en;1428314362;17/07/2019 9:43;17/07/2019 10:10;NA;NA;NA;5;4;5;1;5;1;6;1;6;1;6;2;6;NA;5;2;7;NA;5;NA;5;NA;5;NA;5;NA;1;NA;NA;1;NA;NA;NA;5;5;7;NA;6;NA;6;NA;6;NA;6;NA;6;NA;6;NA;6;NA;7;NA;7;NA;7;NA;6;NA;1;1;NA;3;5;4;NA;4;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;NA;4;NA;4;NA;NA;NA;NA;5;6;5;NA;5;NA;5;NA;5;NA;6;NA;5;NA;6;NA;5;NA;6;NA;6;NA;6;NA;6;NA;1;1;33;Male;NA;NA
Token_4049;17/07/2019 9:51;11;en;482093822;17/07/2019 9:45;17/07/2019 9:51;NA;NA;NA;7;5;6;2;6;2;6;2;6;2;6;1;6;1;6;1;6;1;5;3;5;3;5;2;5;2;0;NA;NA;1;Open Access Publisher;NA;NA;6;4;6;2;5;2;5;2;5;2;6;2;6;2;6;2;6;2;5;3;5;3;5;3;5;3;1;1;NA;4;3;5;4;5;4;5;4;5;4;5;4;5;4;5;4;5;4;4;3;4;3;4;3;4;3;0;0;NA;4;4;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;3;2;3;2;3;2;3;2;0;0;NA;6;5;6;1;6;1;6;1;6;1;5;1;5;1;5;1;5;1;4;1;4;1;4;1;4;1;0;0;26;Female;NA;CPT
Token_4061;17/07/2019 10:06;11;en;1481920950;17/07/2019 9:48;17/07/2019 10:06;NA;NA;NA;5;5;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;7;1;7;1;7;1;7;1;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;NA;1;2;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;2;5;0;0;NA;1;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;0;0;NA;1;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;4;2;3;2;3;2;3;2;3;2;0;0;NA;Male;NA;CPT
Token_4073;17/07/2019 10:04;11;en;1918619443;17/07/2019 9:49;17/07/2019 10:04;NA;NA;NA;6;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;Other;GitHub and arxiv.org;1;Other;GitHub and arxiv.org;NA;6;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;1;NA;6;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;7;1;7;1;7;1;7;1;1;NA;4;7;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;NA;6;6;5;2;6;1;5;2;4;3;5;2;6;1;5;2;4;3;1;6;1;6;1;6;1;6;0;0;28;Female;NA;HUM
Token_4085;17/07/2019 10:14;11;en;1295173022;17/07/2019 9:52;17/07/2019 10:14;NA;NA;NA;4;5;6;3;6;5;6;5;5;4;7;2;6;3;6;6;6;4;7;5;6;5;6;7;5;2;0;NA;NA;NA;NA;NA;NA;5;6;7;5;7;4;7;5;6;3;7;1;7;1;7;5;7;1;7;2;7;2;7;5;5;2;0;1;NA;1;3;5;3;5;4;5;5;3;4;3;4;4;3;4;4;3;5;6;3;5;4;5;3;5;4;0;0;NA;1;3;4;2;4;5;4;4;2;5;3;5;3;5;4;5;2;5;5;4;5;4;5;4;3;5;0;0;NA;2;3;5;3;6;3;5;2;5;2;5;2;5;2;5;2;6;2;7;2;6;2;7;2;6;1;0;0;28;Male;NA;BM
Token_4094;17/07/2019 10:08;11;en;1079833852;17/07/2019 9:56;17/07/2019 10:08;NA;NA;NA;6;3;7;3;6;2;6;2;6;2;5;3;5;3;5;3;5;3;7;1;7;1;7;1;5;3;0;NA;NA;1;NA;NA;NA;3;5;6;2;6;2;6;2;5;3;6;2;6;2;6;2;5;3;7;1;7;1;7;1;5;3;0;0;NA;1;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;NA;3;5;3;5;3;5;3;5;4;4;3;5;3;5;3;5;4;4;5;3;5;3;5;3;3;5;0;0;NA;6;3;6;2;6;2;6;2;7;1;6;2;6;2;6;2;7;1;7;1;7;1;7;1;7;1;0;0;28;Male;NA;CPT
Token_4097;17/07/2019 10:07;11;en;1999154506;17/07/2019 9:56;17/07/2019 10:07;NA;NA;NA;3;6;6;2;7;1;6;1;4;1;6;1;7;1;7;1;6;2;5;3;3;1;4;1;4;4;0;NA;NA;NA;NA;NA;NA;4;5;6;3;7;1;6;1;4;1;7;1;6;1;7;1;6;1;5;3;4;1;3;1;3;3;0;0;NA;1;4;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;6;1;5;2;5;1;5;3;0;0;NA;1;4;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;5;2;4;2;5;1;4;4;0;0;NA;1;4;4;1;4;1;4;1;4;1;4;1;4;1;4;1;4;1;6;1;7;1;7;1;5;3;0;0;25;Female;NA;CPT
Token_4103;17/07/2019 10:09;11;en;1745402463;17/07/2019 9:57;17/07/2019 10:09;NA;NA;NA;7;7;7;1;7;1;5;1;6;1;6;2;7;1;7;1;6;1;7;1;5;1;7;1;6;2;0;NA;NA;1;NA;NA;NA;6;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;2;7;1;7;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;7;6;1;6;1;6;1;6;1;6;1;6;2;6;2;6;2;7;1;7;1;7;2;7;2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;Male;NA;HUM
Token_4106;17/07/2019 10:05;11;en;1428177961;17/07/2019 9:58;17/07/2019 10:05;NA;NA;NA;2;6;6;2;6;2;6;2;6;2;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;NA;NA;0;NA;NA;NA;6;5;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;6;2;6;2;6;2;6;2;0;1;NA;6;4;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;1;1;NA;6;6;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;0;0;NA;6;5;5;2;5;2;7;2;7;1;6;2;6;2;6;2;7;1;7;1;7;1;7;1;7;1;0;0;25;Male;NA;HUM
Token_4115;17/07/2019 10:14;11;en;332859334;17/07/2019 10:02;17/07/2019 10:14;NA;NA;NA;7;3;7;1;7;1;7;1;6;2;7;1;7;1;7;1;5;2;7;1;7;1;7;1;7;1;1;Open Access Publisher;NA;1;Open Access Publisher;NA;NA;5;6;6;2;6;2;6;2;6;2;6;2;6;2;6;2;6;2;5;4;5;4;5;4;5;4;0;1;NA;6;6;6;3;6;3;6;3;6;3;6;3;6;3;6;3;6;3;5;4;5;4;5;4;5;4;0;0;NA;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;NA;7;4;6;4;6;4;6;4;6;4;6;3;6;3;6;3;6;3;6;3;6;3;6;3;6;3;1;1;29;Female;NA;BM
Token_4127;17/07/2019 10:21;11;en;532624011;17/07/2019 10:07;17/07/2019 10:21;NA;NA;NA;3;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;4;1;4;1;4;1;4;1;0;NA;NA;0;NA;NA;NA;2;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;4;1;4;1;4;1;4;1;0;0;NA;3;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;4;1;4;1;4;1;4;1;0;0;NA;2;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;4;1;4;1;4;1;4;1;0;0;NA;1;7;7;1;7;1;7;1;7;1;7;1;7;1;7;1;7;1;4;1;4;1;4;1;4;1;0;0;35;Female;NA;NA
Token_4145;17/07/2019 10:23;11;en;2067645996;17/07/2019 10:13;17/07/2019 10:23;NA;NA;NA;6;6;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;0;NA;NA;0;NA;NA;NA;5;6;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;3;6;3;6;3;6;3;6;0;0;NA;2;6;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;3;3;3;3;3;3;3;3;0;0;NA;4;6;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;4;3;4;3;4;3;4;3;0;0;NA;5;5;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;6;1;0;0;NA;Female;NA;BM
